100,8146.66552734
200,4866.42675781
300,3490.35888672
400,3528.72924805
500,2721.86914062
600,2094.65185547
700,1509.58276367
800,1841.76794434
900,1416.40185547
1000,1458.26989746
1100,1480.11560059
1200,1490.67980957
1300,1140.70166016
1400,1326.3026123
1500,1153.39038086
1600,930.510498047
1700,1119.015625
1800,971.65246582
1900,1154.24658203
2000,820.266906738
2100,957.334838867
2200,1012.1282959
2300,976.178161621
2400,888.096252441
2500,720.422851562
2600,725.145874023
2700,819.250610352
2800,755.271606445
2900,644.403991699
3000,631.551452637
3100,601.885498047
3200,675.882507324
3300,657.573486328
3400,602.040222168
3500,563.472229004
3600,482.661529541
3700,515.822998047
3800,576.232910156
3900,672.971130371
4000,415.647613525
4100,575.040039062
4200,458.296234131
4300,416.23626709
4400,395.850952148
4500,437.251708984
4600,405.195556641
4700,362.496612549
4800,387.990142822
4900,429.2862854
5000,308.203216553
5100,386.365478516
5200,398.866973877
5300,713.419189453
5400,352.816314697
5500,343.34487915
5600,386.025939941
5700,347.9793396
5800,325.833099365
5900,285.991394043
6000,332.47088623
6100,297.411499023
6200,303.54083252
6300,319.085235596
6400,305.998321533
6500,304.608093262
6600,301.554077148
6700,364.3855896
6800,301.507995605
6900,281.516326904
7000,305.05078125
7100,172.18145752
7200,303.308563232
7300,309.082519531
7400,269.475006104
7500,236.040237427
7600,260.363067627
7700,292.488372803
7800,259.928710938
7900,296.701751709
8000,184.736404419
8100,202.119995117
8200,239.341079712
8300,291.573822021
8400,249.639129639
8500,306.701263428
8600,305.457183838
8700,254.238876343
8800,206.306060791
8900,233.065002441
9000,203.894454956
9100,203.378509521
9200,233.051834106
9300,265.526397705
9400,272.68927002
9500,209.9246521
9600,213.545074463
9700,397.153656006
9800,198.719284058
9900,228.437744141
10000,175.670700073
10100,177.104675293
10200,259.613983154
10300,215.173370361
10400,272.599090576
10500,156.195800781
10600,190.794754028
10700,193.5574646
10800,198.576690674
10900,184.614959717
11000,214.667236328
11100,199.02192688
11200,222.901855469
11300,152.352966309
11400,198.570388794
11500,220.895446777
11600,183.004043579
11700,148.601791382
11800,194.24319458
11900,236.472900391
12000,170.736709595
12100,199.042770386
12200,217.387664795
12300,255.252075195
12400,207.618392944
12500,193.03578186
12600,191.973358154
12700,189.121841431
12800,197.220108032
12900,209.646118164
13000,206.839981079
13100,167.983306885
13200,187.198577881
13300,199.56918335
13400,155.580291748
13500,189.893051147
13600,246.060638428
13700,179.110336304
13800,206.760040283
13900,184.734115601
14000,128.503860474
14100,181.864120483
14200,153.93069458
14300,133.321533203
14400,174.235427856
14500,148.954986572
14600,179.716674805
14700,179.291473389
14800,250.628341675
14900,136.593902588
15000,158.104751587
15100,204.887969971
15200,147.817016602
15300,169.48274231
15400,135.611679077
15500,118.605270386
15600,141.102890015
15700,154.030181885
15800,138.235977173
15900,146.955474854
16000,240.574172974
16100,131.920410156
16200,179.693893433
16300,145.427810669
16400,211.738586426
16500,177.626220703
16600,165.602737427
16700,204.324539185
16800,144.434906006
16900,153.9347229
17000,138.73034668
17100,110.183021545
17200,151.107955933
17300,125.569610596
17400,148.118057251
17500,162.952407837
17600,141.838653564
17700,132.22946167
17800,135.70098877
17900,110.341995239
18000,145.792144775
18100,200.326171875
18200,147.674057007
18300,160.4375
18400,157.380462646
18500,134.453125
18600,186.924591064
18700,149.664520264
18800,142.749420166
18900,146.428268433
19000,124.634513855
19100,141.405944824
19200,130.459884644
19300,113.700683594
19400,128.415588379
19500,133.383026123
19600,113.905418396
19700,127.331924438
19800,203.89239502
19900,123.460029602
