0,61063.859375
100,11106.4316406
200,6914.44873047
300,3781.05249023
400,3182.83325195
500,2446.76123047
600,2500.61914062
700,2364.31811523
800,1968.32421875
900,1677.10302734
1000,1534.52783203
1100,1523.53027344
1200,1371.16967773
1300,1437.00512695
1400,1342.93347168
1500,1404.03198242
1600,1260.37072754
1700,1252.85119629
1800,1097.04040527
1900,1329.22473145
2000,1201.82141113
2100,1160.92626953
2200,1155.45849609
2300,1010.47875977
2400,1319.38476562
2500,963.903564453
2600,926.703369141
2700,1047.65917969
2800,979.766052246
2900,928.646850586
3000,851.348693848
3100,896.683349609
3200,842.86706543
3300,794.305297852
3400,818.516784668
3500,802.196838379
3600,857.183898926
3700,851.279907227
3800,837.161865234
3900,710.744018555
4000,695.42364502
4100,681.03314209
4200,723.593811035
4300,637.346740723
4400,817.635742188
4500,633.650146484
4600,926.875427246
4700,627.289123535
4800,623.561645508
4900,631.889892578
5000,885.558105469
5100,545.071533203
5200,619.995849609
5300,570.178894043
5400,605.743713379
5500,526.590270996
5600,569.932434082
5700,522.126647949
5800,659.04296875
5900,512.609741211
6000,464.580688477
6100,555.013305664
6200,555.842651367
6300,532.948791504
6400,490.087585449
6500,464.625274658
6600,521.851257324
6700,562.040527344
6800,571.251159668
6900,387.934295654
7000,386.040222168
7100,455.175964355
7200,379.718994141
7300, 454.517242432
7400,455.966094971
7500,495.111053467
7600,391.856964111
7700,439.532592773
7800, 898.829711914
7900,422.201782227
8000,412.725311279
8100,411.13671875
8200,362.943969727
8300,394.920196533
8400,338.528930664
8500,386.283935547
8600,363.220031738
8700,391.070587158
8800,394.008789062
8900,389.280853271
9000,333.387481689
9100,603.231079102
9200,378.257019043
9300,354.222503662
9400,316.027404785
9500,401.019958496
9600,360.868164062
9700,337.927032471
9800,347.106323242
9900, 304.413787842
