epoch,loss,acc
1,2.8125433921813965,0.22541046142578125
2,1.6956701278686523,0.5295028686523438
3,1.1932289600372314,0.658233642578125
4,1.021465539932251,0.6951751708984375
5,0.9150272607803345,0.7183685302734375
6,0.8483330011367798,0.7336502075195312
7,0.8011000752449036,0.7457427978515625
8,0.7630105018615723,0.7547378540039062
9,0.7291288375854492,0.7627410888671875
10,0.6992894411087036,0.7731399536132812
11,0.6705695390701294,0.7822952270507812
12,0.6435335874557495,0.7905731201171875
13,0.6167895793914795,0.7980880737304688
14,0.5919119119644165,0.8067703247070312
15,0.5685854554176331,0.8146896362304688
16,0.5438796877861023,0.8230056762695312
17,0.5238473415374756,0.8285140991210938
18,0.4976939558982849,0.8387298583984375
19,0.4795737862586975,0.8441848754882812
20,0.45648837089538574,0.8515625
21,0.43687066435813904,0.8571929931640625
22,0.4169563055038452,0.8643341064453125
23,0.39834487438201904,0.8700332641601562
24,0.37814944982528687,0.8761062622070312
25,0.3617984354496002,0.8820648193359375
26,0.34501147270202637,0.8871231079101562
27,0.33055418729782104,0.8917465209960938
28,0.31612205505371094,0.8964920043945312
29,0.3041152358055115,0.9000320434570312
30,0.29268375039100647,0.9036026000976562
31,0.28337621688842773,0.9063568115234375
32,0.27201151847839355,0.9104690551757812
33,0.26079869270324707,0.9129638671875
34,0.2521103322505951,0.9163284301757812
35,0.23972545564174652,0.9214706420898438
36,0.22932681441307068,0.9242477416992188
37,0.22186878323554993,0.9267196655273438
38,0.21519964933395386,0.9293594360351562
39,0.20586299896240234,0.9319000244140625
40,0.1994836926460266,0.934051513671875
41,0.19614705443382263,0.9358749389648438
42,0.18983322381973267,0.93707275390625
43,0.18242403864860535,0.9396743774414062
44,0.17807507514953613,0.9410400390625
45,0.16949468851089478,0.943115234375
46,0.1663721352815628,0.9443206787109375
47,0.16330203413963318,0.9464950561523438
48,0.15934991836547852,0.947418212890625
49,0.15132685005664825,0.9500045776367188
50,0.14816412329673767,0.9505844116210938
51,0.1501089632511139,0.9500198364257812
52,0.14319998025894165,0.9529342651367188
53,0.14382007718086243,0.9526290893554688
54,0.14040130376815796,0.9532012939453125
55,0.1349221020936966,0.954986572265625
56,0.13356168568134308,0.9552078247070312
57,0.13244226574897766,0.9561691284179688
58,0.12705782055854797,0.9576950073242188
59,0.12283054739236832,0.9593429565429688
60,0.12144827842712402,0.9596481323242188
61,0.12021052092313766,0.9599456787109375
62,0.11932240426540375,0.9604873657226562
63,0.11880707740783691,0.9605178833007812
64,0.11847668141126633,0.960205078125
65,0.11620117723941803,0.9615554809570312
66,0.11447681486606598,0.96221923828125
67,0.11223629117012024,0.9633102416992188
68,0.11099044978618622,0.9632797241210938
69,0.10836606472730637,0.9638137817382812
70,0.10459122061729431,0.965087890625
71,0.1074678972363472,0.9639968872070312
72,0.1046145111322403,0.9651031494140625
73,0.10178829729557037,0.9662017822265625
74,0.10103882849216461,0.9660263061523438
75,0.09917899966239929,0.9670639038085938
76,0.10059165954589844,0.9661407470703125
77,0.10198106616735458,0.9661941528320312
78,0.09614841639995575,0.9679031372070312
79,0.09795724600553513,0.9673538208007812
80,0.09450836479663849,0.968353271484375
81,0.0931071937084198,0.9689712524414062
82,0.0942583829164505,0.9688796997070312
83,0.0938524454832077,0.9687042236328125
84,0.09272876381874084,0.9693450927734375
85,0.09153202176094055,0.9698638916015625
86,0.0921161025762558,0.969757080078125
87,0.08915560692548752,0.9704818725585938
88,0.08810517191886902,0.9701614379882812
89,0.08797135204076767,0.9703445434570312
90,0.0881035178899765,0.9706649780273438
91,0.09003132581710815,0.9697494506835938
92,0.08907851576805115,0.9698486328125
93,0.08796216547489166,0.9707565307617188
94,0.08794909715652466,0.97064208984375
95,0.0867866650223732,0.9709854125976562
96,0.08478900045156479,0.9716262817382812
97,0.08463996648788452,0.9717864990234375
98,0.08220042288303375,0.9723663330078125
99,0.08204227685928345,0.97247314453125
100,0.08019154518842697,0.9731826782226562
